cas_type,cas_gender,cas_age,cas_pos_in_veh,fatality,seat_belt,unit_type,lic_type,n_occupants,stat_area,total_units,time,area_speed,acc_pos,hor_align,ver_align,moist_cond,wea_cond,dayNight,crash_type,traf_ctrls
Rider,Male,40,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,2 Metropolitan,1,off-peak,70,Not Divided,"CURVED, VIEW OPEN",Bottom of Hill,Dry,Not Raining,Night,Roll Over,No Control
Driver,Male,26,Driver,NotFatal,Unknown,Utility,Full,1,2 Metropolitan,2,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Night,Hit Parked Vehicle,No Control
Driver,Male,30,Driver,NotFatal,NotWorn,Small,Probationary,1,2 Metropolitan,2,off-peak,60,Other,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Female,29,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,1,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
Rider,Male,48,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,Stop Sign
Driver,Female,30,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,3,peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Male,39,Driver,NotFatal,Worn,Medium,Full,1,3 Country,2,off-peak,100,Not Divided,Straight road,Bottom of Hill,Dry,Not Raining,Daylight,Side Swipe,No Control
Driver,Female,18,Driver,NotFatal,Worn,Medium,Full,1,3 Country,3,off-peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Female,45,Driver,NotFatal,Worn,Small,Full,1,3 Country,2,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Male,33,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,2,off-peak,80,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Pedestrian,Male,39.88915925,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,1,2 Metropolitan,2,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Pedestrian,No Control
Driver,Female,33,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,4,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
Driver,Male,42,Driver,NotFatal,Worn,Medium,Full,26,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
Passenger,Female,9,Passenger on Multi-Passenger Vehicle,NotFatal,NotWorn,Medium,NoLicence,26,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
Passenger,Male,14,Passenger on Multi-Passenger Vehicle,NotFatal,NotWorn,Medium,NoLicence,26,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
Passenger,Female,7,Passenger on Multi-Passenger Vehicle,NotFatal,NotWorn,Medium,NoLicence,26,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
Passenger,Male,14,Passenger on Multi-Passenger Vehicle,NotFatal,NotWorn,Medium,NoLicence,26,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
Passenger,Female,10,Passenger on Multi-Passenger Vehicle,NotFatal,NotWorn,Medium,NoLicence,26,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
Passenger,Female,12,Passenger on Multi-Passenger Vehicle,NotFatal,NotWorn,Medium,NoLicence,26,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
Passenger,Male,13,Passenger on Multi-Passenger Vehicle,NotFatal,NotWorn,Medium,NoLicence,26,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
Passenger,Male,11,Passenger on Multi-Passenger Vehicle,NotFatal,NotWorn,Medium,NoLicence,26,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
Passenger,Male,12,Passenger on Multi-Passenger Vehicle,NotFatal,NotWorn,Medium,NoLicence,26,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
Passenger,Female,5,Passenger on Multi-Passenger Vehicle,NotFatal,NotWorn,Medium,NoLicence,26,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
Driver,Male,50,Driver,NotFatal,Worn,Small,Full,1,3 Country,1,off-peak,110,Not Divided,"CURVED, VIEW OPEN",Crest of Hill,Dry,Not Raining,Daylight,Roll Over,No Control
Driver,Male,77,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
Rider,Male,42,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Driver,Male,39.88915925,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Driver,Female,29,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,3,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Female,52,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,3,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Pedestrian,Female,45,NotApplicable,Fatal,NotWorn,Pedestrian on Footpath/Carpark,NoLicence,1,2 Metropolitan,2,off-peak,10,Other,Straight road,Level,Dry,Not Raining,Night,Hit Pedestrian,No Control
Driver,Female,58,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,80,Cross Road,Straight road,Slope,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
Driver,Male,36,Driver,NotFatal,Worn,Small,Full,3,2 Metropolitan,2,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Passenger,Male,29,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,3,2 Metropolitan,2,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Passenger,Male,26,Rear Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,3,2 Metropolitan,2,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Rider,Male,36,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
Driver,Male,46,Driver,NotFatal,Worn,Medium,Full,1,3 Country,1,off-peak,100,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Roll Over,No Control
Passenger,Male,5,Rear Seat Right Passenger,NotFatal,NotWorn,Medium,NoLicence,8,2 Metropolitan,2,peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Passenger,Female,32,Front Seat Left Passenger,NotFatal,NotWorn,Medium,NoLicence,8,2 Metropolitan,2,peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Driver,Male,38,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,2,off-peak,40,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Rider,Male,58,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,2 Metropolitan,2,off-peak,80,Not Divided,"CURVED, VIEW OBSCURED",Crest of Hill,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Female,40,Driver,NotFatal,Worn,Small,Full,1,1 City,4,peak,50,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Passenger,Female,57,Front Seat Left Passenger,NotFatal,NotWorn,Utility,NoLicence,2,3 Country,2,off-peak,100,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,Give Way Sign
Driver,Male,55,Driver,NotFatal,Worn,Small,Unknown,1,2 Metropolitan,2,off-peak,50,Cross Road,Straight road,Level,Wet,Raining,Night,Right Angle,Stop Sign
Driver,Male,49,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,3,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Male,46,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,80,Not Divided,"CURVED, VIEW OBSCURED",Slope,Wet,Raining,Daylight,Hit Fixed Object,No Control
Driver,Male,62,Driver,Fatal,NotWorn,Small,Full,1,3 Country,2,off-peak,110,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Night,Head On,No Control
Driver,Male,57,Driver,NotFatal,Worn,Large,Full,2,3 Country,2,off-peak,110,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Night,Head On,No Control
Passenger,Male,57,Other,NotFatal,NotWorn,Large,NoLicence,2,3 Country,2,off-peak,110,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Night,Head On,No Control
Pedestrian,Female,70,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,1,2 Metropolitan,2,off-peak,60,Divided Road,Straight road,Level,Wet,Raining,Daylight,Hit Pedestrian,No Control
Driver,Female,66,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Wet,Not Raining,Daylight,Right Angle,Give Way Sign
Passenger,Female,86,Rear Seat Left Passenger,NotFatal,NotWorn,Medium,NoLicence,4,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Wet,Not Raining,Daylight,Right Angle,Give Way Sign
Passenger,Male,88,Rear Seat Right Passenger,NotFatal,NotWorn,Medium,NoLicence,4,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Wet,Not Raining,Daylight,Right Angle,Give Way Sign
Driver,Female,22,Driver,NotFatal,Worn,Small,Full,1,3 Country,2,off-peak,100,Not Divided,"CURVED, VIEW OPEN",Level,Wet,Raining,Daylight,Hit Fixed Object,No Control
Driver,Female,56,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,3,off-peak,60,Not Divided,Straight road,Level,Wet,Raining,Daylight,Right Turn,No Control
Driver,Female,37,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Driver,Male,18,Driver,NotFatal,Worn,Small,Provisional 2,2,2 Metropolitan,2,off-peak,90,Not Divided,Straight road,Level,Wet,Not Raining,Daylight,Rear End,No Control
Driver,Female,75,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,80,Divided Road,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Rear End,No Control
Passenger,Female,49,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,4,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
Passenger,Female,39.88915925,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
Driver,Male,34,Driver,NotFatal,Worn,Small,Full,1,1 City,2,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Night,Rear End,Traffic Signals
Rider,Male,17,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,3 Country,2,peak,25,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Male,23,Driver,NotFatal,Worn,Utility,Full,1,3 Country,2,off-peak,100,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
Driver,Female,56,Driver,NotFatal,Worn,Medium,Full,1,1 City,2,peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Driver,Female,51,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,2,off-peak,70,Divided Road,Straight road,Slope,Dry,Not Raining,Daylight,Side Swipe,No Control
Driver,Male,44,Driver,NotFatal,Worn,Medium,Unknown,2,2 Metropolitan,2,off-peak,50,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Female,78,Driver,NotFatal,Worn,Small,Full,1,3 Country,2,off-peak,60,T-Junction,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
Driver,Female,33,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,Other,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Driver,Male,25,Driver,NotFatal,Worn,Small,Probationary,1,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
Driver,Female,24,Driver,NotFatal,Worn,Small,Full,3,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
Rider,Male,37,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,2 Metropolitan,1,off-peak,90,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
Driver,Male,24,Driver,NotFatal,Worn,Utility,Unlicenced,1,2 Metropolitan,2,off-peak,100,Not Divided,"CURVED, VIEW OBSCURED",Bottom of Hill,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Female,38,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,60,T-Junction,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Night,Hit Fixed Object,Give Way Sign
Driver,Female,39,Driver,NotFatal,Worn,Small,Full,1,1 City,2,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
Driver,Female,19,Driver,NotFatal,Worn,Small,Provisional 2,1,1 City,2,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
Rider,Male,35,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,2 Metropolitan,2,peak,100,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Male,30,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Rider,Female,59,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,1,peak,60,Divided Road,"CURVED, VIEW OPEN",Slope,Dry,Not Raining,Daylight,Roll Over,No Control
Driver,Female,17,Driver,NotFatal,Worn,Small,Provisional 1 ,1,2 Metropolitan,2,off-peak,80,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Turn,Traffic Signals
Driver,Male,51,Driver,NotFatal,Worn,Small,Provisional 1 ,1,2 Metropolitan,2,off-peak,80,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Turn,Traffic Signals
Driver,Male,26,Driver,NotFatal,Unknown,Small,Disqualified,2,2 Metropolitan,3,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Passenger,Female,35,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,3,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Female,56,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,2,off-peak,60,T-Junction,"CURVED, VIEW OPEN",Slope,Dry,Not Raining,Daylight,Rear End,No Control
Passenger,Male,55,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,2,off-peak,60,T-Junction,"CURVED, VIEW OPEN",Slope,Dry,Not Raining,Daylight,Rear End,No Control
Rider,Male,26,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,2 Metropolitan,2,off-peak,60,Divided Road,Straight road,Slope,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
Driver,Male,68,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,3,off-peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Passenger,Female,25,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,3,2 Metropolitan,2,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Head On,No Control
Rider,Male,72,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,off-peak,20,Divided Road,Straight road,Level,Dry,Not Raining,Night,Hit Object on Road,No Control
Driver,Male,29,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,5,off-peak,80,Divided Road,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
Driver,Female,19,Driver,NotFatal,Worn,Small,Provisional 2,2,2 Metropolitan,5,off-peak,80,Divided Road,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
Passenger,Male,19,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,5,off-peak,80,Divided Road,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
Rider,Male,34,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,peak,60,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Right Turn,No Control
Rider,Male,23,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,2 Metropolitan,2,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
Driver,Female,72,Driver,NotFatal,Worn,Small,Full,1,3 Country,2,off-peak,80,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Passenger,Female,8,Rear Seat Right Passenger,NotFatal,NotWorn,Small,NoLicence,3,2 Metropolitan,2,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
Pedestrian,Male,69,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,1,1 City,2,off-peak,50,T-Junction,Straight road,Level,Wet,Raining,Daylight,Hit Pedestrian,No Control
Driver,Female,69,Driver,NotFatal,Worn,Small,Full,2,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Give Way Sign
Passenger,Male,9,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,2,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Give Way Sign
Rider,Male,17,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,Roundabout
Driver,Male,30,Driver,NotFatal,Worn,Small,Provisional 2,1,2 Metropolitan,4,peak,80,Not Divided,"CURVED, VIEW OPEN",Slope,Dry,Not Raining,Daylight,Head On,No Control
Driver,Male,62,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,4,peak,80,Not Divided,"CURVED, VIEW OPEN",Slope,Dry,Not Raining,Daylight,Head On,No Control
Driver,Female,44,Driver,NotFatal,Worn,Utility,Full,4,2 Metropolitan,2,peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Driver,Male,17,Driver,NotFatal,Unknown,Utility,Provisional 1 ,2,3 Country,2,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
Driver,Female,26,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,4,peak,80,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Female,38,Driver,NotFatal,Worn,Medium,Full,1,2 Metropolitan,4,peak,80,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Male,71,Driver,NotFatal,Unknown,Small,Full,1,3 Country,3,off-peak,80,Not Divided,Straight road,Bottom of Hill,Dry,Not Raining,Daylight,Head On,No Control
Driver,Female,39,Driver,NotFatal,Unknown,Medium,Full,1,3 Country,3,off-peak,80,Not Divided,Straight road,Bottom of Hill,Dry,Not Raining,Daylight,Head On,No Control
Passenger,Female,39.88915925,Rear Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,5,2 Metropolitan,3,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
Passenger,Female,27,Front Seat Left Passenger,NotFatal,NotWorn,Small,NoLicence,2,2 Metropolitan,3,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
Driver,Male,84,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,4,off-peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
Driver,Male,60,Driver,NotFatal,Worn,Large,Full,1,3 Country,1,off-peak,80,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Roll Over,No Control
Pedestrian,Male,55,NotApplicable,NotFatal,NotWorn,Pedestrian on Footpath/Carpark,NoLicence,1,2 Metropolitan,2,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Night,Hit Pedestrian,Stop Sign
Driver,Female,44,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,3,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
Rider,Female,21,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
Rider,Male,26,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,1,2 Metropolitan,2,peak,60,Not Divided,"CURVED, VIEW OPEN",Bottom of Hill,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
Driver,Female,28,Driver,NotFatal,Worn,Small,Full,2,3 Country,1,off-peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Left Road - Out of Control,No Control
Driver,Female,19,Driver,NotFatal,Worn,Small,Provisional 2,1,3 Country,3,off-peak,100,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Object on Road,No Control
Rider,Male,56,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,1,2 Metropolitan,2,peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
Driver,Male,66,Driver,NotFatal,Worn,Utility,Full,1,2 Metropolitan,2,off-peak,80,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Give Way Sign
Driver,Female,75,Driver,NotFatal,Worn,Small,Full,1,2 Metropolitan,2,off-peak,80,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Give Way Sign
