REPORT_ID,UND_UNIT_NUMBER,CASUALTY_NUMBER,cas_type,cas_gender,cas_age,cas_pos_in_veh,thrown_out,fatality,seat_belt,unit_type,lic_type,unit_movement,n_occupants,stat_area,total_units,cas_total,day,time,area_speed,acc_pos,hor_align,ver_align,moist_cond,wea_cond,dayNight,crash_type,traf_ctrls
2017-173-15/08/2019,2,1,Pedestrian,Male,30.0,NotApplicable,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,Crossing with Traffic Signals,1.0,1 City,2,1,Friday,peak,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Pedestrian,Traffic Signals
2017-174-15/08/2019,1,1,Rider,Male,18.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Straight Ahead,1.0,3 Country,2,1,Saturday,off-peak,50,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Head On,No Control
2017-180-15/08/2019,1,1,Rider,Male,18.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Saturday,peak,80,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-181-15/08/2019,1,1,Driver,Male,32.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,2.0,2 Metropolitan,2,2,Saturday,off-peak,40,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Angle,Stop Sign
2017-181-15/08/2019,1,2,Passenger,Female,40.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,2.0,2 Metropolitan,2,2,Saturday,off-peak,40,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Angle,Stop Sign
2017-182-15/08/2019,2,1,Driver,Male,87.0,Driver,Not Thrown Out,NotFatal,Worn,MCycling,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Saturday,off-peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Night,Rear End,Traffic Signals
2017-184-15/08/2019,1,1,Driver,Female,18.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Provisional 2,Straight Ahead,1.0,3 Country,2,1,Saturday,peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-186-15/08/2019,1,1,Rider,Male,32.0,NotApplicable,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,1,1,Sunday,off-peak,80,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Roll Over,No Control
2017-190-15/08/2019,1,1,Rider,Male,46.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Straight Ahead,1.0,3 Country,2,1,Sunday,off-peak,90,Not Divided,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Hit Animal,No Control
2017-191-15/08/2019,2,1,Passenger,Female,50.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Stopped on Carriageway,4.0,2 Metropolitan,2,1,Sunday,off-peak,50,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Rear End,Roundabout
2017-192-15/08/2019,1,1,Driver,Female,33.0,Driver,Not Thrown Out,NotFatal,Unknown,Small,Full,Straight Ahead,1.0,3 Country,2,1,Sunday,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
2017-193-15/08/2019,1,1,Rider,Male,65.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Sunday,off-peak,80,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-199-15/08/2019,1,1,Driver,Male,45.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Stopped on Carriageway,2.0,1 City,2,1,Sunday,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-200-15/08/2019,2,1,Driver,Female,41.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Provisional 1 ,Straight Ahead,2.0,2 Metropolitan,2,1,Sunday,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Head On,No Control
2017-201-15/08/2019,2,1,Driver,Female,18.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Straight Ahead,2.0,2 Metropolitan,2,1,Sunday,peak,60,Cross Road,Straight road,Slope,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
2017-202-15/08/2019,1,1,Driver,Male,57.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Other,2.0,2 Metropolitan,2,1,Sunday,off-peak,80,Not Divided,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Side Swipe,No Control
2017-207-15/08/2019,1,1,Driver,Female,52.0,Driver,Thrown Out,NotFatal,Worn,Medium,Full,Straight Ahead,2.0,3 Country,1,2,Sunday,peak,110,Divided Road,Straight road,Slope,Dry,Not Raining,Daylight,Roll Over,No Control
2017-207-15/08/2019,1,2,Passenger,Male,16.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,2.0,3 Country,1,2,Sunday,peak,110,Divided Road,Straight road,Slope,Dry,Not Raining,Daylight,Roll Over,No Control
2017-208-15/08/2019,2,1,Driver,Female,23.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,3 Country,2,1,Sunday,peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2017-209-15/08/2019,1,1,Rider,Male,56.0,NotApplicable,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,1,1,Monday,peak,50,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
2017-221-15/08/2019,2,1,Passenger,Female,10.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,3.0,2 Metropolitan,2,1,Monday,off-peak,80,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2017-224-15/08/2019,3,1,Driver,Female,43.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Stopped on Carriageway,1.0,2 Metropolitan,3,1,Monday,off-peak,80,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2017-226-15/08/2019,1,1,Passenger,Female,12.0,Rear Seat Right Passenger,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Right Turn,6.0,2 Metropolitan,2,1,Friday,peak,60,Multiple,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
2017-227-15/08/2019,1,1,Driver,Female,73.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Swerving,1.0,2 Metropolitan,2,1,Monday,off-peak,110,Freeway,Straight road,Slope,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-231-15/08/2019,1,1,Driver,Female,34.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Stopped on Carriageway,1.0,2 Metropolitan,3,1,Monday,peak,50,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Rear End,No Control
2017-232-15/08/2019,1,1,Driver,Female,66.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Friday,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
2017-234-15/08/2019,1,1,Rider,Male,23.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Right Turn,2.0,2 Metropolitan,2,2,Monday,off-peak,80,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
2017-234-15/08/2019,1,2,Passenger,Female,22.0,Passenger of Motorcycle,Thrown Out,NotFatal,NotWorn,MCycling,NoLicence,Right Turn,2.0,2 Metropolitan,2,2,Monday,off-peak,80,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
2017-235-15/08/2019,1,1,Driver,Male,32.0,Driver,Not Thrown Out,NotFatal,Unknown,Medium,Unknown,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Parked Vehicle,No Control
2017-237-15/08/2019,1,1,Driver,Female,52.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Sunday,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2017-239-15/08/2019,2,1,Driver,Female,62.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,5,1,Tuesday,peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-240-15/08/2019,2,1,Rider,Male,22.0,NotApplicable,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,off-peak,60,Cross Road,Straight road,Slope,Dry,Not Raining,Daylight,Right Turn,Give Way Sign
2017-241-15/08/2019,1,1,Driver,Male,61.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,off-peak,70,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-243-15/08/2019,1,1,Driver,Female,42.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2017-246-15/08/2019,1,1,Driver,Female,80.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,3 Country,2,1,Monday,peak,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-248-15/08/2019,2,1,Driver,Male,29.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
2017-250-15/08/2019,1,1,Driver,Female,81.0,Driver,Not Thrown Out,Fatal,Worn,Small,Full,Right Turn,1.0,2 Metropolitan,2,3,Tuesday,peak,100,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-250-15/08/2019,2,1,Driver,Male,65.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Straight Ahead,2.0,2 Metropolitan,2,3,Tuesday,peak,100,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-250-15/08/2019,2,2,Passenger,Female,64.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,2.0,2 Metropolitan,2,3,Tuesday,peak,100,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-251-15/08/2019,2,1,Rider,Male,44.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Overtaking - on Left,1.0,2 Metropolitan,2,1,Tuesday,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2017-252-15/08/2019,1,1,Driver,Female,80.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,2.0,2 Metropolitan,2,2,Tuesday,off-peak,80,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-252-15/08/2019,1,2,Passenger,Female,68.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Straight Ahead,2.0,2 Metropolitan,2,2,Tuesday,off-peak,80,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-256-15/08/2019,2,1,Pedestrian,Male,92.0,NotApplicable,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,Crossing without Control,1.0,2 Metropolitan,2,1,Tuesday,peak,60,T-Junction,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Hit Pedestrian,No Control
2017-258-15/08/2019,1,1,Rider,Male,17.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Straight Ahead,2.0,2 Metropolitan,2,2,Tuesday,peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2017-258-15/08/2019,1,2,Passenger,Female,14.0,Passenger of Motorcycle,Thrown Out,NotFatal,NotWorn,MCycling,NoLicence,Straight Ahead,2.0,2 Metropolitan,2,2,Tuesday,peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2017-265-15/08/2019,1,1,Rider,Male,40.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,1,1,Tuesday,off-peak,70,Not Divided,"CURVED, VIEW OPEN",Bottom of Hill,Dry,Not Raining,Night,Roll Over,No Control
2017-268-15/08/2019,1,1,Driver,Male,26.0,Driver,Not Thrown Out,NotFatal,Unknown,Utility,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Night,Hit Parked Vehicle,No Control
2017-270-15/08/2019,1,1,Driver,Male,30.0,Driver,Not Thrown Out,NotFatal,NotWorn,Small,Probationary,Straight Ahead,1.0,2 Metropolitan,2,1,Saturday,off-peak,60,Other,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-272-15/08/2019,1,1,Driver,Female,29.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,1,1,Wednesday,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
2017-275-15/08/2019,2,1,Rider,Male,48.0,NotApplicable,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Wednesday,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,Stop Sign
2017-276-15/08/2019,2,1,Driver,Female,30.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Stopped on Carriageway,1.0,2 Metropolitan,3,1,Wednesday,peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-277-15/08/2019,2,1,Driver,Male,39.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Straight Ahead,1.0,3 Country,2,1,Tuesday,off-peak,100,Not Divided,Straight road,Bottom of Hill,Dry,Not Raining,Daylight,Side Swipe,No Control
2017-278-15/08/2019,2,1,Driver,Female,18.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Straight Ahead,1.0,3 Country,3,1,Wednesday,off-peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-279-15/08/2019,1,1,Driver,Female,45.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Swerving,1.0,3 Country,2,1,Wednesday,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-282-15/08/2019,1,1,Driver,Male,33.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,2.0,2 Metropolitan,2,1,Wednesday,off-peak,80,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-285-15/08/2019,2,1,Pedestrian,Male,39.88915925490854,NotApplicable,NotApplicable,NotFatal,NotWorn,Pedestrian on Road,NoLicence,Walking on Road,1.0,2 Metropolitan,2,1,Wednesday,off-peak,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Pedestrian,No Control
2017-286-15/08/2019,3,1,Driver,Female,33.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,4,1,Wednesday,off-peak,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2017-288-15/08/2019,2,1,Driver,Male,42.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Straight Ahead,26.0,2 Metropolitan,2,11,Wednesday,off-peak,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-288-15/08/2019,2,2,Passenger,Female,9.0,Passenger on Multi-Passenger Vehicle,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,26.0,2 Metropolitan,2,11,Wednesday,off-peak,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-288-15/08/2019,2,3,Passenger,Male,14.0,Passenger on Multi-Passenger Vehicle,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,26.0,2 Metropolitan,2,11,Wednesday,off-peak,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-288-15/08/2019,2,4,Passenger,Female,7.0,Passenger on Multi-Passenger Vehicle,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,26.0,2 Metropolitan,2,11,Wednesday,off-peak,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-288-15/08/2019,2,5,Passenger,Male,14.0,Passenger on Multi-Passenger Vehicle,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,26.0,2 Metropolitan,2,11,Wednesday,off-peak,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-288-15/08/2019,2,6,Passenger,Female,10.0,Passenger on Multi-Passenger Vehicle,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,26.0,2 Metropolitan,2,11,Wednesday,off-peak,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-288-15/08/2019,2,7,Passenger,Female,12.0,Passenger on Multi-Passenger Vehicle,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,26.0,2 Metropolitan,2,11,Wednesday,off-peak,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-288-15/08/2019,2,8,Passenger,Male,13.0,Passenger on Multi-Passenger Vehicle,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,26.0,2 Metropolitan,2,11,Wednesday,off-peak,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-288-15/08/2019,2,9,Passenger,Male,11.0,Passenger on Multi-Passenger Vehicle,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,26.0,2 Metropolitan,2,11,Wednesday,off-peak,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-288-15/08/2019,2,10,Passenger,Male,12.0,Passenger on Multi-Passenger Vehicle,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,26.0,2 Metropolitan,2,11,Wednesday,off-peak,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-288-15/08/2019,2,11,Passenger,Female,5.0,Passenger on Multi-Passenger Vehicle,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Straight Ahead,26.0,2 Metropolitan,2,11,Wednesday,off-peak,60,T-Junction,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2017-292-15/08/2019,1,1,Driver,Male,50.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,3 Country,1,1,Wednesday,off-peak,110,Not Divided,"CURVED, VIEW OPEN",Crest of Hill,Dry,Not Raining,Daylight,Roll Over,No Control
2017-294-15/08/2019,2,1,Driver,Male,77.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,2.0,2 Metropolitan,2,1,Wednesday,off-peak,60,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
2017-296-15/08/2019,2,1,Rider,Male,42.0,NotApplicable,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Wednesday,peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2017-298-15/08/2019,1,1,Driver,Male,39.88915925490854,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Wednesday,peak,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2017-299-15/08/2019,2,1,Driver,Female,29.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Straight Ahead,1.0,2 Metropolitan,3,2,Wednesday,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-299-15/08/2019,3,1,Driver,Female,52.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Straight Ahead,1.0,2 Metropolitan,3,2,Wednesday,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-303-15/08/2019,2,1,Pedestrian,Female,45.0,NotApplicable,NotApplicable,Fatal,NotWorn,Pedestrian on Footpath/Carpark,NoLicence,OtherPedest,1.0,2 Metropolitan,2,1,Wednesday,off-peak,10,Other,Straight road,Level,Dry,Not Raining,Night,Hit Pedestrian,No Control
2017-306-15/08/2019,1,1,Driver,Female,58.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Right Turn,1.0,2 Metropolitan,2,1,Wednesday,off-peak,80,Cross Road,Straight road,Slope,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
2017-307-15/08/2019,1,1,Driver,Male,36.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Swerving,3.0,2 Metropolitan,2,3,Wednesday,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-307-15/08/2019,1,2,Passenger,Male,29.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Swerving,3.0,2 Metropolitan,2,3,Wednesday,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-307-15/08/2019,1,3,Passenger,Male,26.0,Rear Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Small,NoLicence,Swerving,3.0,2 Metropolitan,2,3,Wednesday,off-peak,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-309-15/08/2019,2,1,Rider,Male,36.0,NotApplicable,NotApplicable,NotFatal,NotWorn,PCycling,NoLicence,Straight Ahead,1.0,2 Metropolitan,2,1,Thursday,off-peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
2017-311-15/08/2019,1,1,Driver,Male,46.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Straight Ahead,1.0,3 Country,1,1,Wednesday,off-peak,100,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Roll Over,No Control
2017-313-15/08/2019,1,1,Passenger,Male,5.0,Rear Seat Right Passenger,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Stopped on Carriageway,8.0,2 Metropolitan,2,2,Wednesday,peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2017-313-15/08/2019,1,2,Passenger,Female,32.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Medium,NoLicence,Stopped on Carriageway,8.0,2 Metropolitan,2,2,Wednesday,peak,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2017-315-15/08/2019,1,1,Driver,Male,38.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Stopped on Carriageway,2.0,2 Metropolitan,2,1,Tuesday,off-peak,40,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-317-15/08/2019,1,1,Rider,Male,58.0,NotApplicable,NotApplicable,NotFatal,NotWorn,MCycling,NoLicence,Swerving,1.0,2 Metropolitan,2,1,Thursday,off-peak,80,Not Divided,"CURVED, VIEW OBSCURED",Crest of Hill,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-320-15/08/2019,1,1,Driver,Female,40.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Full,Leaving Private Driveway,1.0,1 City,4,1,Thursday,peak,50,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2017-327-15/08/2019,1,1,Passenger,Female,57.0,Front Seat Left Passenger,Not Thrown Out,NotFatal,NotWorn,Utility,NoLicence,Straight Ahead,2.0,3 Country,2,1,Wednesday,off-peak,100,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,Give Way Sign
2017-335-15/08/2019,1,1,Driver,Male,55.0,Driver,Not Thrown Out,NotFatal,Worn,Small,Unknown,Straight Ahead,1.0,2 Metropolitan,2,1,Friday,off-peak,50,Cross Road,Straight road,Level,Wet,Raining,Night,Right Angle,Stop Sign
2017-338-15/08/2019,1,1,Driver,Male,49.0,Driver,Not Thrown Out,NotFatal,Worn,Medium,Full,Straight Ahead,1.0,2 Metropolitan,3,1,Thursday,peak,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
